artifact;repository
org.apache.isis.extensions:isis-extensions-executionoutbox-restclient;unknown
org.apache.isis.core:isis-core-internaltestvintage;unknown
org.apache.ignite:spring-boot-ignite-client-autoconfigure;unknown
org.apache.ignite:ignite-extended-api;unknown
org.apache.iceberg:iceberg-spark-3.3_2.12;unknown
org.apache.iceberg:iceberg-spark-3.3_2.13;unknown
org.apache.james:event-sourcing-event-store-jpa;unknown
org.apache.isis.extensions:isis-extensions-excel-applib;unknown
org.apache.ignite:ignite-partition-distribution;unknown
org.apache.james:james-server-guice-mailbox-postgres;unknown
org.apache.ignite:ignite-replicator;unknown
org.apache.ignite:ignite-rest;unknown
org.apache.isis.core:isis-core-privileged;unknown
org.apache.ignite:ignite-raft;unknown
org.apache.isis.extensions:isis-extensions-executionrepublisher;unknown
org.apache.ignite:ignite-metastorage-cache;unknown
org.apache.ignite:ignite-metastorage-api;unknown
org.apache.hcatalog:hcatalog-pig-adapter;unknown
org.apache.ignite:ignite-storage-api;unknown
org.apache.isis.extensions:isis-extensions-executionoutbox-persistence-jdo;unknown
org.apache.ignite:ignite-configuration-root;unknown
org.apache.hive.hcatalog:webhcat-java-client;unknown
org.apache.iceberg:iceberg-flink-runtime-1.14;unknown
org.apache.isis.extensions:isis-extensions-commandlog;unknown
org.apache.ignite:ignite-api;unknown
org.apache.iceberg:iceberg-flink-runtime-1.12;unknown
org.apache.iceberg:iceberg-flink-runtime-1.13;unknown
org.apache.inlong:sort-format-tdmsg-csv;unknown
org.apache.isis.extensions:isis-extensions-sessionlog-applib;unknown
org.apache.iceberg:iceberg-flink-runtime-2.0;unknown
org.apache.isis.testing:isis-testing-archtestsupport;unknown
org.apache.iceberg:iceberg-flink-runtime-1.15;unknown
org.apache.hcatalog:hcatalog-server-extensions;unknown
org.apache.inlong:sort-single-tenant;unknown
org.apache.ignite:ignite-system-view-api;unknown
org.apache.ignite:ignite-storage-rocksdb;unknown
org.apache.ignite:ignite-configuration-annotation-processor;unknown
org.apache.james:postgres-webadmin-integration-test;unknown
org.apache.helix:trunk-docs;unknown
org.apache.ignite:ignite-partition-replicator;unknown
org.apache.ignite:ignite-catalog;unknown
org.apache.hive.hcatalog:hcatalog-core;unknown
org.apache.ignite:ignite-security-api;unknown
org.apache.ignite:ignite-placement-driver-api;unknown
org.apache.isis.valuetypes:isis-valuetypes-markdown-persistence-jdo;unknown
org.apache.ignite:spring-data-ignite;unknown
org.apache.iceberg:iceberg-kafka-connect;unknown
org.apache.ignite:ignite-client;unknown
org.apache.inlong:inlong-sort-common;unknown
org.apache.ignite:ignite-rest-api;unknown
org.apache.ignite:migration-tools-ai2-test-fixtures;unknown
org.apache.ignite:migration-tools-cli;unknown
org.apache.iceberg:iceberg-spark-extensions-3.2_2.12;unknown
org.apache.iceberg:iceberg-spark-extensions-3.2_2.13;unknown
org.apache.hive.hcatalog:webhcat;unknown
org.apache.iceberg:iceberg-spark-3.4_2.12;unknown
org.apache.iceberg:iceberg-spark-3.4_2.13;unknown
org.apache.iceberg:iceberg-spark-runtime-3.0_2.12;unknown
org.apache.ignite:ignite-binary-tuple;unknown
org.apache.james:james-server-data-postgres;unknown
org.apache.ignite:ignite-index;unknown
org.apache.ignite:ignite-catalog-compaction;unknown
org.apache.james:apache-james-backends-postgres;unknown
org.apache.isis.valuetypes:isis-valuetypes-jodatime;unknown
org.apache.isis.valuetypes:isis-valuetypes-prism;unknown
org.apache.ignite:ignite-sql-engine-api;unknown
org.apache.james:migration-core-data-jpa-to-pg;unknown
org.apache.inlong:inlong-sort-api;unknown
org.apache.inlong:audit-source;unknown
org.apache.iceberg:iceberg-kafka-connect-transforms;unknown
org.apache.isis.extensions:isis-extensions-executionoutbox;unknown
org.apache.james:james-server-postgres-app;unknown
org.apache.james:event-sourcing-event-store-postgres;unknown
org.apache.hcatalog:webhcat;unknown
org.apache.isis.viewer:isis-viewer-commons-applib;unknown
org.apache.iceberg:iceberg-spark-extensions-3.0_2.12;unknown
org.apache.iceberg:iceberg-spark2;unknown
org.apache.isis.valuetypes:isis-valuetypes-markdown-persistence-jpa;unknown
org.apache.inlong:flume-ng-source-dataproxy;unknown
org.apache.ignite:ignite-sql-engine;unknown
org.apache.inlong:inlong-dataproxy-sdk;unknown
org.apache.james:blob-file;unknown
org.apache.ignite:ignite-metastorage-client;unknown
org.apache.isis.extensions:isis-extensions-sse;unknown
org.apache.jdo:jdo2-model;unknown
org.apache.hive.hcatalog:hcatalog-pig-adapter;unknown
org.apache.inlong:inlong-sort-format-kv;unknown
org.apache.james:blob-postgres-guice;unknown
org.apache.hivemind:maven-skin;unknown
org.apache.inlong:inlong-sort-format-common;unknown
org.apache.iceberg:iceberg-spark-4.0_2.13;unknown
org.apache.ignite:ignite-rocksdb-common;unknown
org.apache.ignite:ignite-security;unknown
org.apache.hcatalog:webhcat-java-client;unknown
org.apache.ignite:ignite-osgi-karaf;unknown
org.apache.ignite:ignite-file-io;unknown
org.apache.james:blob-postgres;unknown
org.apache.ignite:ignite-jdbc;unknown
org.apache.ignite:ignite-transactions;unknown
org.apache.ignite:ignite-metastorage-server;unknown
org.apache.isis.testing:isis-testing-archtestsupport-applib;unknown
org.apache.isis.extensions:isis-extensions-excel-integtests;unknown
org.apache.isis.valuetypes:isis-valuetypes-vega;unknown
org.apache.ignite:ignite-catalog-dsl;unknown
org.apache.isis.extensions:isis-extensions-fullcalendar-wicket;unknown
org.apache.inlong:manager-openapi;unknown
org.apache.james:apache-james-crowdsec;unknown
org.apache.ignite:ignite-schema;unknown
org.apache.hive.hcatalog:hcatalog-server-extensions;unknown
org.apache.isis.persistence:isis-persistence-commons;unknown
org.apache.isis.valuetypes:isis-valuetypes-asciidoc-persistence-jdo;unknown
org.apache.isis.valuetypes:isis-valuetypes-prism-wicket;unknown
org.apache.isis.extensions:isis-extensions-command-log-applib;unknown
org.apache.iceberg:iceberg-kafka-connect-events;unknown
org.apache.ignite:ignite-network-annotation-processor;unknown
org.apache.hugegraph:hugegraph-clustertest-minicluster;unknown
org.apache.ignite:spring-boot-starter-ignite-client;unknown
org.apache.isis.valuetypes:isis-valuetypes-vega-ui;unknown
org.apache.iceberg:iceberg-flink-runtime-1.16;unknown
org.apache.isis.extensions:isis-extensions-excel-fixtures;unknown
org.apache.james:james-server-protocols-smtp-dkim;unknown
org.apache.isis.viewer:isis-viewer-commons;unknown
org.apache.isis.viewer:isis-viewer-commons-model;unknown
org.apache.isis.valuetypes:isis-valuetypes-asciidoc-persistence-jpa;unknown
org.apache.isis.extensions:isis-extensions-executionlog;unknown
org.apache.inlong:flume-ng-dist;unknown
org.apache.isis.extensions:isis-extensions-executionlog-persistence-jdo;unknown
org.apache.hcatalog:hcatalog-core;unknown
org.apache.ignite:ignite-configuration-presentation;unknown
org.apache.ignite:migration-tools-e2e-implementations;unknown
org.apache.iceberg:iceberg-flink-runtime-1.18;unknown
org.apache.isis.extensions:isis-extensions-sessionlog-persistence-jpa;unknown
org.apache.iceberg:iceberg-spark-extensions-3.1_2.12;unknown
org.apache.ignite:ignite-eventlog;unknown
org.apache.ignite:ignite-raft-api;unknown
org.apache.isis.extensions:isis-extensions-fullcalendar-wicket-ui;unknown
org.apache.inlong:audit-dist;unknown
org.apache.isis.extensions:isis-extensions-secman-encryption-spring;unknown
org.apache.ignite:migration-tools-e2e-ai2-runner;unknown
org.apache.iceberg:iceberg-spark3-extensions;unknown
org.apache.james:james-server-task-postgres;unknown
org.apache.isis.extensions:isis-extensions-executionrepublisher-applib;unknown
org.apache.iceberg:iceberg-flink-runtime-1.17;unknown
org.apache.inlong:manager-api;unknown
org.apache.isis.extensions:isis-extensions-command-log-jpa;unknown
org.apache.inlong:inlong-sort-format-tdmsg-base;unknown
org.apache.ignite:ignite-error-code-annotation-processor;unknown
org.apache.inlong:inlong-sort-format-csv;unknown
org.apache.hugegraph:computer-k8s-operator;unknown
org.apache.isis.extensions:isis-extensions-sessionlog-persistence-jdo;unknown
org.apache.inlong:inlong-sort-core;unknown
org.apache.isis.extensions:isis-extensions-sse-metamodel;unknown
org.apache.jdo:jdo2-tck;unknown
org.apache.ignite:migration-tools-e2e-core;unknown
org.apache.flume:flume-ng-config-filter-api;unknown
berkeleydb:berkeleydb;unknown
org.apache.hadoop:hadoop-yarn-services-core;unknown
net.java.dev:jvyaml;unknown
jpox:jpox-c3p0;unknown
org.apache.hadoop:hadoop-ozone-upgrade;unknown
org.apache.hadoop:hadoop-maven-plugins;unknown
org.apache.hadoop:hadoop-yarn-applications-distributedshell;unknown
org.apache.hadoop:hadoop-main;unknown
org.apache.hadoop:hadoop-project;unknown
org.apache.hadoop:hadoop-hdds;unknown
org.apache.hadoop:hadoop-yarn-site;unknown
org.apache.hadoop:hadoop-hdfs-nfs;unknown
org.apache.fury:fury-scala_3;unknown
org.apache.hadoop:hadoop-ozone-fault-injection-test;unknown
org.apache.hadoop:hadoop-pipes;unknown
org.apache.hadoop:hadoop-yarn-server-timelineservice-hbase-common;unknown
org.apache.hadoop:hadoop-nfs;unknown
org.apache.hadoop:hadoop-dynamometer-workload;unknown
org.apache.hadoop:hadoop-hdds-server-framework;unknown
org.apache.hadoop:hadoop-hdds-docs;unknown
org.apache.geronimo:geronimo-remote-deploy-lib;unknown
org.apache.geronimo:geronimo-test-ddbean;unknown
org.apache.gearpump:gearpump-external-serializer_2.11;unknown
org.apache.hadoop:hadoop-ozone-tools;unknown
org.apache.geronimo:geronimo-daytrader-derby-db;unknown
org.apache.geronimo:geronimo-mail;unknown
org.apache.hadoop:hadoop-hdds-client;unknown
org.apache.hadoop:hadoop-ozone-recon;unknown
org.apache.hadoop:hadoop-gridmix;unknown
org.apache.grails.gradle.grails-profile:org.apache.grails.gradle.grails-profile.gradle.plugin;unknown
org.apache.hadoop.applications.mawo:hadoop-yarn-applications-mawo-core;unknown
org.apache.hadoop:hadoop-yarn-ui;unknown
org.apache.hadoop:hadoop-hdds-config;unknown
org.apache.hadoop:hadoop-submarine-tony-runtime;unknown
org.apache.gearpump:gearpump-external-hadoopfs_2.11;unknown
org.apache.hadoop:hadoop-hdds-tools;unknown
org.apache.hadoop:hadoop-assemblies;unknown
org.apache.hadoop:hadoop-ozone-csi;unknown
org.apache.flink:kubernetes-client-examples;unknown
org.apache.gearpump:gearpump-core_2.11;unknown
org.apache.hadoop:hadoop-hdds-hadoop-dependency-client;unknown
org.apache.hadoop:hadoop-ozone-integration-test;unknown
org.apache.grails.gradle.grails-app:org.apache.grails.gradle.grails-app.gradle.plugin;unknown
org.apache.hadoop:hadoop-yarn-project;unknown
org.apache.hadoop:hadoop-hdds-server-scm;unknown
org.apache.geronimo:geronimo-webservices;unknown
org.apache.hadoop:hadoop-ozone-filesystem-lib-legacy;unknown
org.apache.hadoop:hadoop-mapreduce-client;unknown
org.apache.hadoop:hadoop-yarn-applications-unmanaged-am-launcher;unknown
org.apache.hadoop:hadoop-yarn-server;unknown
org.apache.hadoop:hadoop-rumen;unknown
org.apache.hadoop:hadoop-hdfs-test;unknown
org.apache.hadoop:hadoop-yarn-applications;unknown
org.apache.hadoop:hadoop-archive-logs;unknown
org.apache.hadoop:hadoop-yarn-server-timelineservice-documentstore;unknown
org.apache.hadoop:hadoop-dynamometer-blockgen;unknown
org.apache.hadoop:hadoop-project-dist;unknown
org.apache.hadoop.contrib:hadoop-hdfs-bkjournal;unknown
org.apache.hadoop:hadoop-hdfs-rbf;unknown
org.apache.hadoop:hadoop-ozone-filesystem-shaded;unknown
org.apache.hadoop:hadoop-extras;unknown
org.apache.hadoop:hadoop-ozone-network-tests;unknown
org.apache.hadoop:hadoop-ant;unknown
org.apache.hadoop:hadoop-yarn-server-timelineservice-hbase-tests;unknown
org.apache.hadoop:hadoop-datajoin;unknown
org.apache.hadoop:hadoop-mapreduce-examples;unknown
org.apache.geronimo:geronimo-web-builder;unknown
org.apache.hadoop:hadoop-hdds-container-service;unknown
org.apache.hadoop:hadoop-yarn-server-timelineservice;unknown
org.apache.hadoop:hadoop-yarn-server-sharedcachemanager;unknown
org.apache.hadoop:hadoop-ozone-ozone-manager;unknown
org.apache.geronimo:geronimo-tomcat;unknown
org.apache.geronimo.genesis.bunk:plugin-support;unknown
org.apache.geronimo:geronimo-activation;unknown
org.apache.hadoop:hadoop-sls;unknown
org.apache.grails.gradle.grails-gson:org.apache.grails.gradle.grails-gson.gradle.plugin;unknown
org.apache.geronimo:geronimo-tomcat-builder;unknown
org.apache.hadoop:hadoop-build-tools;unknown
org.apache.hadoop:hadoop-main-ozone;unknown
org.apache.hadoop:hadoop-yarn-server-timelineservice-hbase;unknown
org.apache.geronimo:geronimo-converter;unknown
org.apache.grails.gradle.grails-plugin:org.apache.grails.gradle.grails-plugin.gradle.plugin;unknown
org.apache.hadoop:hadoop-hdfs-native-client;unknown
org.apache.geronimo:geronimo-jetty-builder;unknown
org.apache.geronimo:geronimo-j2ee-builder;unknown
org.apache.gearpump:gearpump-external-monoid_2.11;unknown
org.apache.geronimo:geronimo-core;unknown
org.apache.hadoop:hadoop-client-check-invariants;unknown
org.apache.hadoop:hadoop-ozone-s3gateway;unknown
org.apache.grails.gradle.grails-markup:org.apache.grails.gradle.grails-markup.gradle.plugin;unknown
org.apache.hadoop:hadoop-client-check-test-invariants;unknown
org.apache.hadoop:hadoop-mapred-test-instrumented;unknown
org.apache.hadoop:hadoop-mapreduce-client-nativetask;unknown
org.apache.hadoop:hadoop-yarn-csi;unknown
org.apache.fury:fury-scala_2.13;unknown
org.apache.guacamole:guacamole-client;unknown
org.apache.hadoop:hadoop-yarn-server-timelineservice-hbase-server;unknown
org.apache.hadoop:hadoop-ozone;unknown
org.apache.geronimo:geronimo-deploy-tool;unknown
org.apache.geronimo:geronimo-j2ee-schema;unknown
org.apache.hadoop:hadoop-yarn-server-timelineservice-hbase-client;unknown
org.apache.hadoop:hadoop-mapreduce-client-hs-plugins;unknown
org.apache.geronimo:geronimo-javamail-transport;unknown
org.apache.hadoop:hadoop-ozone-reconcodegen;unknown
org.apache.flink:flink-test-utils-connector;unknown
org.apache.hadoop:hadoop-submarine-core;unknown
org.apache.geronimo.genesis.bunk:clover-config;unknown
org.apache.hadoop:hadoop-mapred-instrumented;unknown
org.apache.flink:flink-cdc-pipeline-connector-postgres;unknown
org.apache.hadoop:hadoop-resourceestimator;unknown
org.apache.hadoop:hadoop-ozone-filesystem-common;unknown
org.apache.hadoop:hadoop-ozone-interface-client;unknown
org.apache.grails.gradle.grails-publish-profile:org.apache.grails.gradle.grails-publish-profile.gradle.plugin;unknown
org.apache.grails.gradle.grails-gsp:org.apache.grails.gradle.grails-gsp.gradle.plugin;unknown
org.apache.hadoop:hadoop-ozone-filesystem;unknown
org.apache.geronimo:geronimo-util;unknown
org.apache.geronimo:geronimo-axis;unknown
org.apache.grails.gradle.grails-docs:org.apache.grails.gradle.grails-docs.gradle.plugin;unknown
org.apache.geronimo:geronimo-jmxremoting;unknown
org.apache.hadoop:hadoop-yarn-applications-catalog;unknown
org.apache.geronimo.genesis.bunk:tools-maven-plugin;unknown
org.apache.flume:flume-ng-external-process-config-filter;unknown
org.apache.geronimo:geronimo-directory;unknown
org.apache.gearpump:gearpump-external-kafka_2.11;unknown
org.apache.gearpump:gearpump-shaded-metrics-graphite_2.11;unknown
org.apache.geronimo:geronimo-hot-deploy;unknown
org.apache.geronimo.genesis.bunk:geronimo-skin;unknown
org.apache.geronimo.genesis.bunk:script-maven-plugin;unknown
org.apache.hadoop:hadoop-hdds-hadoop-dependency-server;unknown
org.apache.hadoop:hadoop-common-instrumented;unknown
org.apache.flink:flink-cdc-pipeline-connector-fluss;unknown
org.apache.gearpump:gearpump-shaded-gs-collections_2.11;unknown
org.apache.grails.gradle.grails-web:org.apache.grails.gradle.grails-web.gradle.plugin;unknown
org.apache.geronimo:geronimo-naming;unknown
org.apache.gearpump:gearpump-streaming_2.11;unknown
org.apache.flume:flume-ng-hadoop-credential-store-config-filter;unknown
org.apache.hadoop:hadoop-ozone-datanode;unknown
org.apache.hadoop:hadoop-azure-datalake;unknown
org.apache.hadoop:hadoop-yarn-server-router;unknown
org.apache.hadoop:hadoop-ozone-interface-storage;unknown
org.apache.hadoop:hadoop-submarine-yarnservice-runtime;unknown
org.apache.geronimo:geronimo-jetty;unknown
org.apache.hadoop:hadoop-yarn-server-timelineservice-hbase-server-1;unknown
org.apache.flink:statefun-sdk-js;unknown
org.apache.hadoop:hadoop-mapreduce-client-uploader;unknown
org.apache.hadoop:hadoop-hdds-interface-server;unknown
org.apache.geronimo:geronimo-management;unknown
org.apache.flume:flume-ng-environment-variable-config-filter;unknown
org.apache.geronimo:geronimo-scripts;unknown
org.apache.geronimo:geronimo-client-builder;unknown
org.apache.hadoop:hadoop-hdds-test-utils;unknown
org.apache.hadoop:hadoop-yarn-submarine;unknown
org.apache.hadoop:hadoop-ozone-filesystem-hadoop2;unknown
org.apache.hadoop:hadoop-ozone-filesystem-hadoop3;unknown
org.apache.hadoop:hadoop-hdds-interface-client;unknown
